TargetUser,OtherUser,PearsonSimilarity,CommonItems
A1ER5AYS3FQ9O3,A2RDR5G65D9H84,0.0,1
A1ER5AYS3FQ9O3,A3NDUBKYPI47N2,0.0,1
A1ER5AYS3FQ9O3,ACK8NLUHP0NCX,0.0,1
A1ER5AYS3FQ9O3,A3O0GVCFV59SZ5,0.0,1
A1ER5AYS3FQ9O3,A96JD9312DHWC,0.0,1
A1ER5AYS3FQ9O3,A37PV5GMP2ILJC,0.0,2
A1ER5AYS3FQ9O3,A2OO4U5V97GSHH,0.0,1
A1ER5AYS3FQ9O3,AL0ZYY1RF0UGI,0.0,1
A1ER5AYS3FQ9O3,A3NCF09IT8RX5A,0.0,1
A1ER5AYS3FQ9O3,AH0W008XTVV0T,0.0,1
A1ER5AYS3FQ9O3,A2TVJ0YDW3QO63,0.0,1
A1ER5AYS3FQ9O3,A259HHYBP6ZNJ3,0.0,2
A1ER5AYS3FQ9O3,A2V37RL4T8CNGQ,0.0,1
A1ER5AYS3FQ9O3,A33H0WC9MI8OVW,0.0,1
A1ER5AYS3FQ9O3,A2I9VOEHBBYDFO,0.0,1
A1ER5AYS3FQ9O3,A1ML6RV84LYP4T,0.0,1
A1ER5AYS3FQ9O3,A4DLVVK8W2ZVA,0.0,1
A1ER5AYS3FQ9O3,A12DQZKRKTNF5E,0.0,1
A1ER5AYS3FQ9O3,A1QNYLBG73QRNF,0.0,1
A1ER5AYS3FQ9O3,A1EYGH2HDZ2TB,0.0,1
A1ER5AYS3FQ9O3,A5GPH59NDWJRB,0.0,1
A1ER5AYS3FQ9O3,A11QNB7FPVY3V,0.0,1
A1ER5AYS3FQ9O3,A16EFGT2PLZT34,0.0,1
A1ER5AYS3FQ9O3,A30A04FS5YAES3,0.0,1
A1ER5AYS3FQ9O3,A3R54PYQ2CBXK8,0.0,1
A1ER5AYS3FQ9O3,A2AE7RU1Q56QUJ,0.0,1
A1ER5AYS3FQ9O3,A17QRCX0615RJE,0.0,1
A1ER5AYS3FQ9O3,A29XHYH7Z6H5I5,0.0,1
A1ER5AYS3FQ9O3,A20GBCEU1N99Z6,0.0,1
A1ER5AYS3FQ9O3,ABFBGKZ655QGT,0.0,1
A1ER5AYS3FQ9O3,A26CPZ9GJ9ZSM0,0.0,1
A1ER5AYS3FQ9O3,A1VNUU48CSSRSY,0.0,1
A1ER5AYS3FQ9O3,A1FQNH4GYM150B,0.0,1
A1ER5AYS3FQ9O3,A31XVA65MIOSXF,0.0,1
A1ER5AYS3FQ9O3,A14QOPWXLIA7A8,0.0,1
A1ER5AYS3FQ9O3,AHQI6TUB9ODJI,0.0,1
A1ER5AYS3FQ9O3,A1OGCPMSIVK7G4,0.0,1
A1ER5AYS3FQ9O3,A3284KYDZ00BZA,0.0,1
A1ER5AYS3FQ9O3,A1ODOGXEYECQQ8,0.0,1
A1ER5AYS3FQ9O3,ACGBJPEZC9VRL,0.0,1
A1ER5AYS3FQ9O3,A3CQSDI18DA3DF,0.0,1
A1ER5AYS3FQ9O3,A3PY3EVME0IBDB,0.0,1
A1ER5AYS3FQ9O3,A680RUE1FDO8B,0.0,2
A1ER5AYS3FQ9O3,A1CFU5XJXN3PV4,0.0,1
A1ER5AYS3FQ9O3,A7EJERNB7IK3Z,0.0,2
A1ER5AYS3FQ9O3,A9FN988L8IUEA,0.0,1
A1ER5AYS3FQ9O3,A2T049UQONS0OY,0.0,1
A1ER5AYS3FQ9O3,A2NX6MFZP8TM6S,0.0,1
A1ER5AYS3FQ9O3,A1R87GD4CLPKTK,0.0,1
A1ER5AYS3FQ9O3,A1T1YSCDW0PD25,0.0,1
A1ER5AYS3FQ9O3,A2G2QNKDL1Y6AC,0.0,1
A1ER5AYS3FQ9O3,A3EK4AEBXNW5XE,0.0,1
A1ER5AYS3FQ9O3,AMLMUYLI6FAQ0,0.0,1
A1ER5AYS3FQ9O3,A3M1BNMWE8A633,0.0,1
A1ER5AYS3FQ9O3,A2FD03H5CQG76E,0.0,1
A1ER5AYS3FQ9O3,A2OBDNQ5ZYU1L8,0.0,1
A1ER5AYS3FQ9O3,A1X3DA7C61WZLQ,0.0,1
A1ER5AYS3FQ9O3,A14JBDSWKPKTZA,0.0,1
A1ER5AYS3FQ9O3,A1RPTVW5VEOSI,0.0,1
A1ER5AYS3FQ9O3,A3CCMQB9E97HYF,0.0,1
A1ER5AYS3FQ9O3,A1AZ3AZ8I5DQ3,0.0,1
A1ER5AYS3FQ9O3,A22QKPZ2BV00NK,0.0,1
A1ER5AYS3FQ9O3,A2PDXDRF9FKLVS,0.0,1
A1ER5AYS3FQ9O3,AMP6GGLHAHDAE,0.0,1
A1ER5AYS3FQ9O3,A11HMUYEDUOLAI,0.0,1
A1ER5AYS3FQ9O3,AD08O69XHCIBQ,0.0,1
A1ER5AYS3FQ9O3,A2TSBB1HAEWROY,0.0,1
A1ER5AYS3FQ9O3,A5L0A7RHUNOXK,0.0,1
A1ER5AYS3FQ9O3,AHE4RU04NVDHR,0.0,1
A1ER5AYS3FQ9O3,A30RMQZADGBG6V,0.0,1
A1ER5AYS3FQ9O3,A2503LT8PZIHAD,0.0,1
A1ER5AYS3FQ9O3,A2QI2NTDTMK2FV,0.0,1
A1ER5AYS3FQ9O3,A1S3FOP19D8W1X,0.0,2
A1ER5AYS3FQ9O3,A3C08BZRVV500V,0.0,1
A1ER5AYS3FQ9O3,A3V6QSTG2T9MIO,0.0,2
A1ER5AYS3FQ9O3,ADLVFFE4VBT8,0.0,2
A1ER5AYS3FQ9O3,A23ZNGL704AW7O,0.0,1
A1ER5AYS3FQ9O3,A1VQHH85U7PX0,1.0,2
A1ER5AYS3FQ9O3,A2VF6TEWSJZ1WG,0.0,1
A1ER5AYS3FQ9O3,A27GITTN6AVW5I,0.0,1
A1ER5AYS3FQ9O3,A6FIAB28IS79,0.0,1
A1ER5AYS3FQ9O3,A2EYZJBTX8X9XU,0.0,1
A1ER5AYS3FQ9O3,A97ONNJDNA6EU,0.0,1
A1ER5AYS3FQ9O3,A78UTHHUB0E3Q,0.0,1
A1ER5AYS3FQ9O3,A19HUD2T33F945,0.0,1
A1ER5AYS3FQ9O3,A1KZMSXC9JOI7Q,0.0,2
A1ER5AYS3FQ9O3,ASSOOHA7T12OA,0.0,1
A1ER5AYS3FQ9O3,A2GPJR489OIH42,0.0,1
A1ER5AYS3FQ9O3,A3S87ZOPB3UM9N,0.0,1
A1ER5AYS3FQ9O3,A30G8SGUPL9XLE,0.0,1
A1ER5AYS3FQ9O3,A96K1ZGW56S2I,0.0,1
A1ER5AYS3FQ9O3,A1XBXRFA6LK0OT,0.0,1
A1ER5AYS3FQ9O3,A1FT3XZ2GWQAC3,0.0,1
A1ER5AYS3FQ9O3,A3ILBM48JP35BG,0.0,1
A1ER5AYS3FQ9O3,A231WM2Z2JL0U3,0.0,1
A1ER5AYS3FQ9O3,A2PQ3WXMKCT4NX,0.0,1
A1ER5AYS3FQ9O3,A1IU7S4HCK1XK0,0.0,1
A1ER5AYS3FQ9O3,A1JSO7PPEA0W72,0.0,1
A1ER5AYS3FQ9O3,A2UX1QYTF609V,0.0,1
A1ER5AYS3FQ9O3,A10ONZJPXOK6G7,0.0,1
A1ER5AYS3FQ9O3,A1KAE1LOY4TBSV,0.0,1
A1ER5AYS3FQ9O3,A1GBT4UN2RW7XY,0.0,1
A1ER5AYS3FQ9O3,A1HCL545YWXM1S,0.0,1
A1ER5AYS3FQ9O3,A188SIPN9JC3HE,0.0,1
A1ER5AYS3FQ9O3,A3LJOSAYINSWU3,0.0,1
A1ER5AYS3FQ9O3,A155YL0Y0GKUW5,0.0,1
A1ER5AYS3FQ9O3,A2UEW04N38LVB,0.0,1
A1ER5AYS3FQ9O3,A1DE6049MCZ3CE,0.0,1
A1ER5AYS3FQ9O3,A1WM8DNWJ8SCEL,0.0,1
A1ER5AYS3FQ9O3,A3HOQ9C7UMZQCS,0.0,1
A1ER5AYS3FQ9O3,A39KC1FTFJ6WE7,0.0,1
A1ER5AYS3FQ9O3,A22NZFCXVF7Y51,0.0,1
A1ER5AYS3FQ9O3,A2DCWFE9TAMT6P,0.0,1
A1ER5AYS3FQ9O3,AL3R0IWKEJST6,0.0,1
A1ER5AYS3FQ9O3,AJ6WCVOY4HP06,0.0,1
A1ER5AYS3FQ9O3,A2211XQCAX9TD4,0.0,1
A1ER5AYS3FQ9O3,A37SL2GOKTDQE1,0.0,1
A1ER5AYS3FQ9O3,A1KGKPWWG61U42,0.0,1
A1ER5AYS3FQ9O3,A2E3CXT3CJDCUC,0.0,1
A1ER5AYS3FQ9O3,A1FIGM5NXX9J3Q,0.0,1
A1ER5AYS3FQ9O3,A14I2M46ZFOV1V,0.0,1
A1ER5AYS3FQ9O3,A3CG6YLYZJXQG4,0.0,1
A1ER5AYS3FQ9O3,ANTGGAQYPSWHF,0.0,1
A1ER5AYS3FQ9O3,ABOTQXNUBA1MM,0.0,1
A1ER5AYS3FQ9O3,APLIGRWUVBOUM,0.0,1
A1ER5AYS3FQ9O3,APXA0473TQ533,0.0,1
A1ER5AYS3FQ9O3,A5KB7S4TYPJKP,0.0,1
A1ER5AYS3FQ9O3,A3ENX1Y48DJQVK,0.0,1
A1ER5AYS3FQ9O3,A1Q89F31QX892Y,0.0,1
A1ER5AYS3FQ9O3,AXSTY40VP4M45,0.0,1
A1ER5AYS3FQ9O3,A3CW0ZLUO5X2B1,0.0,2
A1ER5AYS3FQ9O3,A2JNIVIFZNKF61,0.0,1
A1ER5AYS3FQ9O3,A10Z72JAEI1HCU,0.0,1
A1ER5AYS3FQ9O3,A22EF10EHKYULU,0.0,1
A1ER5AYS3FQ9O3,A17HW66D6M1QUR,0.0,1
A1ER5AYS3FQ9O3,A3U7YCZY1ERUDB,0.0,1
A1ER5AYS3FQ9O3,A965ALQKGBNVL,0.0,1
A1ER5AYS3FQ9O3,A30M9VET2ZPCCC,0.0,1
A1ER5AYS3FQ9O3,A14HYRDII6Z5CT,0.0,1
A1ER5AYS3FQ9O3,A3N7GBJ5NC8RUC,0.0,1
A1ER5AYS3FQ9O3,A3CL2MI40GZGPR,0.0,1
A1ER5AYS3FQ9O3,A15O21FLVG0FWW,0.0,1
A1ER5AYS3FQ9O3,A22I55P15NSAOX,0.0,1
A1ER5AYS3FQ9O3,A2BH04B9G9LOYA,0.0,1
A1ER5AYS3FQ9O3,A1SXCGBJ9JW2MO,0.0,1
A1ER5AYS3FQ9O3,A31TGBP7B8YJWI,0.0,1
A1ER5AYS3FQ9O3,A1NP78VYIMHCKK,0.0,1
A1ER5AYS3FQ9O3,A979ON3H1O593,0.0,1
A1ER5AYS3FQ9O3,A2IUXIOEJ1NJJ6,0.0,1
A1ER5AYS3FQ9O3,A3MPVO8Q0N8OVB,0.0,1
A1ER5AYS3FQ9O3,A2WUGQKN584PCJ,0.0,1
A1ER5AYS3FQ9O3,A3LCVR1M0KQZYR,0.0,1
A1ER5AYS3FQ9O3,A8UY3MKZ9OHDF,0.0,1
A1ER5AYS3FQ9O3,A3Q1J68QY1MZQ9,0.0,1
A1ER5AYS3FQ9O3,A3PUAZ6L97FT78,0.0,1
A1ER5AYS3FQ9O3,A24WHR7YBVKRJY,0.0,1
A1ER5AYS3FQ9O3,A3D2VIUT2HWP0Z,0.0,1
A1ER5AYS3FQ9O3,A39AB1CZ74VSGG,0.0,1
A1ER5AYS3FQ9O3,ALBCDIEW760YT,0.0,1
A1ER5AYS3FQ9O3,AZFJMFNXIM3LA,0.0,1
A1ER5AYS3FQ9O3,A22FYTX4S7UWNQ,0.0,1
A1ER5AYS3FQ9O3,A31YB65W8ODFTD,0.0,1
A1ER5AYS3FQ9O3,A3JAG09Y9BNVWE,0.0,1
A1ER5AYS3FQ9O3,A3HRDRQ5VAFPQS,0.0,2
A1ER5AYS3FQ9O3,A3B6LHA0LHRW2S,0.0,1
A1ER5AYS3FQ9O3,A1M292J992EFOF,0.0,1
A1ER5AYS3FQ9O3,AS68424YO3OL6,0.0,1
A1ER5AYS3FQ9O3,ASBCVHHEO1QXB,0.0,1
A1ER5AYS3FQ9O3,A1VASOVPUGUYEJ,0.0,1
A1ER5AYS3FQ9O3,AMGBTXU51MLJ0,0.0,1
A1ER5AYS3FQ9O3,A3D822N1K2IAQD,0.0,1
A1ER5AYS3FQ9O3,A2G2VWNTUO9MGV,0.0,1
A1ER5AYS3FQ9O3,A1GCKBZ5B7XHPC,0.0,1
A1ER5AYS3FQ9O3,A1SJN10JTU3BON,0.0,1
A1ER5AYS3FQ9O3,A8PG6BAPRQSHL,0.0,1
A1ER5AYS3FQ9O3,A2DCBGK8J5E6PC,0.0,1
A1ER5AYS3FQ9O3,A3TTASCT75RNSF,0.0,1
A1ER5AYS3FQ9O3,A8GM5VOIHRRMO,0.0,1
A1ER5AYS3FQ9O3,A2J2F5KQ0WO61R,0.0,1
A1ER5AYS3FQ9O3,A1CM4HI4S5P0WO,0.0,1
A1ER5AYS3FQ9O3,A2WB7LZ595CR50,-1.0,2
A1ER5AYS3FQ9O3,AQSNJ8HQ3WHMS,0.0,1
A1ER5AYS3FQ9O3,A1KD8NJPZ01R37,0.0,1
A1ER5AYS3FQ9O3,A1NTJYICMJZMET,0.0,1
A1ER5AYS3FQ9O3,A20PXZCT9IELXM,0.0,1
A1ER5AYS3FQ9O3,A2YZGUZ0LVRUYJ,0.0,1
A1ER5AYS3FQ9O3,A2J8YM49K5YE6C,0.0,1
A1ER5AYS3FQ9O3,A3GTCQQTVUIT0R,0.0,1
A1ER5AYS3FQ9O3,A2G6X6OEKZAWEC,0.0,1
A1ER5AYS3FQ9O3,AOGW7ZT188AB,0.0,1
A1ER5AYS3FQ9O3,A17WE778X1INAF,0.0,1
A1ER5AYS3FQ9O3,A2VDBYN0Z8RQCN,0.0,1
A1ER5AYS3FQ9O3,A1XVZ37BMH28AT,0.0,1
A1ER5AYS3FQ9O3,A3AP4O811TCOG6,0.0,1
A1ER5AYS3FQ9O3,AODOJ1UOO7HYR,0.0,1
A1ER5AYS3FQ9O3,AS4V31G3T0L3Z,0.0,1
A1ER5AYS3FQ9O3,AT6L0WKUPEZ3U,0.0,1
A1ER5AYS3FQ9O3,A2OK0BLSSE5Z7W,0.0,1
A1ER5AYS3FQ9O3,A1F9Z42CFF9IAY,0.0,1
A1ER5AYS3FQ9O3,A3BVSAZREDP9RH,0.0,1
A1ER5AYS3FQ9O3,A2MOJANFPX353G,0.0,1
A1ER5AYS3FQ9O3,A2BCDZO1XQLDH,0.0,1
A1ER5AYS3FQ9O3,A382YHBEX6MPS9,0.0,1
A1ER5AYS3FQ9O3,AP1LBX890QDR7,0.0,1
A1ER5AYS3FQ9O3,A33PWO1CNL1KAP,0.0,1
A1ER5AYS3FQ9O3,AW68KVDV7BBRS,0.0,1
A1ER5AYS3FQ9O3,A1YLBWLRPCN0A8,0.0,1
A1ER5AYS3FQ9O3,A3OXHLG6DIBRW8,0.0,3
A1ER5AYS3FQ9O3,APP8XWYYV4PAA,0.0,1
A1ER5AYS3FQ9O3,A1L7A7ZF97KOG,0.0,1
A1ER5AYS3FQ9O3,A2HY393SU11L8D,0.0,1
A1ER5AYS3FQ9O3,A7GDR7AMVNTCB,0.0,1
A1ER5AYS3FQ9O3,A33GWUXKJJEQ32,0.0,1
A1ER5AYS3FQ9O3,A3BSR1TPMAXW3T,0.0,1
A1ER5AYS3FQ9O3,A2MOD50IHEDH3G,0.0,1
A1ER5AYS3FQ9O3,A3U454B540HWZS,0.0,1
A1ER5AYS3FQ9O3,A1S8M0YCTQ2I0S,0.0,1
A1ER5AYS3FQ9O3,A3NGOG8Z78AZSD,0.0,1
A1ER5AYS3FQ9O3,A810PNCBZXIYJ,0.0,1
A1ER5AYS3FQ9O3,A14ME4FQBNFYWH,0.0,1
A1ER5AYS3FQ9O3,A3CUXZ7P6MX9U,0.0,1
A1ER5AYS3FQ9O3,ASY25YMTIC2A9,0.87,3
A1ER5AYS3FQ9O3,A1JZFGZEZVWQPY,0.0,1
A1ER5AYS3FQ9O3,A18TJGDE0TL0MK,0.0,1
A1ER5AYS3FQ9O3,A2HYLBG3C9QPQZ,0.0,1
A1ER5AYS3FQ9O3,A37OUV8KOR86SL,0.0,1
A1ER5AYS3FQ9O3,A13MT0PQMU4T4T,0.0,1
A1ER5AYS3FQ9O3,A1VAKZS40U8WKV,0.0,1
A1ER5AYS3FQ9O3,A3HBRBN4GRQNMT,0.0,1
A1ER5AYS3FQ9O3,A1MU2MRUV1541F,0.0,1
A1ER5AYS3FQ9O3,A23GFTVIETX7DS,0.0,1
A1ER5AYS3FQ9O3,AHNHLGKIZ2N3B,0.0,2
A1ER5AYS3FQ9O3,A3G2MJPURQSCBD,0.0,1
A1ER5AYS3FQ9O3,A3DUWATQEKWLTY,0.0,1
A1ER5AYS3FQ9O3,A3VW2I0P1TQ1DV,0.0,1
A1ER5AYS3FQ9O3,AIUGQ4PNB8T6P,0.0,1
A1ER5AYS3FQ9O3,A1PPD5TOR6VVYV,0.0,1
A1ER5AYS3FQ9O3,A2U3HG214VNP9N,0.0,1
A1ER5AYS3FQ9O3,A1M5LJSCJ19S6F,0.0,1
A1ER5AYS3FQ9O3,A1IBKN1GXYJ3K4,0.0,1
A1ER5AYS3FQ9O3,AOVROBZ8BNTP7,0.0,1
A1ER5AYS3FQ9O3,A5LT3M5NMD9I2,0.0,1
A1ER5AYS3FQ9O3,A1LB5HPW3DROB3,0.0,1
A1ER5AYS3FQ9O3,A353A7Z2XRD04F,0.0,1
A1ER5AYS3FQ9O3,AEN5JNC1PRMK3,0.0,1
A1ER5AYS3FQ9O3,AXABIENAVR0VC,0.0,1
A1ER5AYS3FQ9O3,ANXK5DQ1UXMPJ,0.0,1
A1ER5AYS3FQ9O3,A97N8BHQ6V3EY,0.0,1
A1ER5AYS3FQ9O3,A1NW94WD0MMB44,0.0,1
A1ER5AYS3FQ9O3,A1W4Q8AZ4OR46F,0.0,1
A1ER5AYS3FQ9O3,A3KHO8TVHFM32U,0.0,1
A1ER5AYS3FQ9O3,A3V6Z4RCDGRC44,1.0,3
A1ER5AYS3FQ9O3,A2UQIQUOAB47OT,0.0,1
A1ER5AYS3FQ9O3,A1TF9EYT8FEPZP,0.0,1
A1ER5AYS3FQ9O3,A1D4X9Y3O93YJ1,0.0,1
A1ER5AYS3FQ9O3,A3QNT0EH7SA2N7,0.0,1
A1ER5AYS3FQ9O3,AOM6Y2A4J0WOG,0.0,1
A1ER5AYS3FQ9O3,A1GNYV0RA0EQSS,0.0,1
A1ER5AYS3FQ9O3,AQOTHAIA97ZL3,0.0,1
A1ER5AYS3FQ9O3,A32VUK5VY3V11D,0.0,1
A1ER5AYS3FQ9O3,A1LOY4P8RAPGQA,0.0,1
A1ER5AYS3FQ9O3,A3EM40VV41YOHH,0.0,1
A1ER5AYS3FQ9O3,A2FG3Z62Q2ZDIT,0.0,1
A1ER5AYS3FQ9O3,AM9X33S0754BA,0.0,1
A1ER5AYS3FQ9O3,A3FVM9L5ZCA4KZ,0.0,1
A1ER5AYS3FQ9O3,A2WQY1B8ZS7QRZ,0.0,1
A1ER5AYS3FQ9O3,A2SDA5LOD7577T,0.0,1
A1ER5AYS3FQ9O3,ANLAXIKHITOFY,0.0,1
A1ER5AYS3FQ9O3,A37JNUJSVAJKYN,0.0,1
A1ER5AYS3FQ9O3,A38M7PZ5DEOOCC,0.0,1
A1ER5AYS3FQ9O3,A1T5ZX0IDL5500,0.0,1
A1ER5AYS3FQ9O3,ATAWW2FYZ5TY1,0.0,1
A1ER5AYS3FQ9O3,A2TAYPWGXDMD1O,0.0,1
A1ER5AYS3FQ9O3,APJB1OLRJC53N,0.0,1
A1ER5AYS3FQ9O3,A235UFZGCFN3J5,0.0,2
A1ER5AYS3FQ9O3,A196O43KTFLJGK,0.0,1
A1ER5AYS3FQ9O3,A2DL8CHUEGIX71,0.0,1
A1ER5AYS3FQ9O3,AMN39WVET6S2Z,0.0,1
A1ER5AYS3FQ9O3,A3UHGHNEZG5Y7E,0.0,1
A1ER5AYS3FQ9O3,A1RKE1AFSORDKP,0.0,1
A1ER5AYS3FQ9O3,AGA7LFNS3YUXC,0.0,2
A1ER5AYS3FQ9O3,A477L9BWRZJ6X,0.0,1
A1ER5AYS3FQ9O3,A2W7RSGAYUQ20F,0.0,1
A1ER5AYS3FQ9O3,ANAKXSFY77N8C,0.0,1
A1ER5AYS3FQ9O3,A2FPRQ5GJKR8J1,0.0,1
A1ER5AYS3FQ9O3,A3VM5GO51NYJNQ,0.0,1
A1ER5AYS3FQ9O3,ASGJCLE8KSDWI,0.0,1
A1ER5AYS3FQ9O3,A15PAFDSAKFKZE,0.0,1
A1ER5AYS3FQ9O3,A14L2M5XQ4UDVC,0.0,1
A1ER5AYS3FQ9O3,A1MU7HDVY86QUT,0.0,1
A1ER5AYS3FQ9O3,A3KY5RJPX71812,0.0,1
A1ER5AYS3FQ9O3,A2ENU7RB48VUF5,0.0,1
A1ER5AYS3FQ9O3,A2E6HU14P1OY1L,0.0,1
A1ER5AYS3FQ9O3,A3T7V207KRDE2O,0.0,1
A1ER5AYS3FQ9O3,A1W2QJIH91Y1PA,0.0,1
A1ER5AYS3FQ9O3,AGKBXSBBK3CQD,0.0,1
A1ER5AYS3FQ9O3,A19W47CXJJP1MI,0.0,2
A1ER5AYS3FQ9O3,A3MAMHEH3YFW30,0.0,1
A1ER5AYS3FQ9O3,A2UH53Z5LKV0BI,0.0,1
A1ER5AYS3FQ9O3,A17HMM1M7T9PJ1,0.0,1
A1ER5AYS3FQ9O3,A35C2IVVQR1HTK,0.0,1
A1ER5AYS3FQ9O3,AHR12KN31RPTU,0.0,1
A1ER5AYS3FQ9O3,A12S8UQEIPZJKE,0.0,1
A1ER5AYS3FQ9O3,A3JOUBAPVLI71O,0.0,1
