TargetUser,ClusterID,OtherUser,Similarity,CommonItems
A1ER5AYS3FQ9O3,1,A1QGEZZRY2479X,-1.0,1
A1ER5AYS3FQ9O3,1,A3IBN3HJ4PGRBF,-1.0,1
A1ER5AYS3FQ9O3,1,A15J9K7O10A3M6,1.0,1
A1ER5AYS3FQ9O3,1,A30BZ89BOT0VPW,1.0,1
A1ER5AYS3FQ9O3,1,A2GFLMKG74CKQ7,1.0,1
A1ER5AYS3FQ9O3,1,A16W8HTCIWYDZ6,1.0,1
A1ER5AYS3FQ9O3,1,AS1QK2X3DYFL8,1.0,1
A1ER5AYS3FQ9O3,1,A3BCN03Z13YJ98,1.0,1
A1ER5AYS3FQ9O3,1,A5N5NRJEYYAHG,1.0,1
A1ER5AYS3FQ9O3,1,A312LBXMKEOZS6,-1.0,1
A1ER5AYS3FQ9O3,1,A13Y1KA7X5BK99,-1.0,1
A1ER5AYS3FQ9O3,1,A38NELQT98S4H8,-1.0,1
A1ER5AYS3FQ9O3,1,A26T5THG4ZCKPX,1.0,1
A1ER5AYS3FQ9O3,1,A1BQ0GQO5VTP3D,1.0,1
A1ER5AYS3FQ9O3,1,A1C48ADN2U81HR,-1.0,1
A1ER5AYS3FQ9O3,1,A1SLJOT0JB5737,-1.0,1
A1ER5AYS3FQ9O3,1,AIG9BO57K9359,1.0,1
A1ER5AYS3FQ9O3,1,A2UB95SOCAC588,1.0,1
A1ER5AYS3FQ9O3,1,A3HO0FX4WC9YTU,1.0,1
A1ER5AYS3FQ9O3,1,AWH2AY17ZU7W2,-1.0,1
A1ER5AYS3FQ9O3,1,A3FP8D5FQ0RPEJ,1.0,1
A1ER5AYS3FQ9O3,1,A2142KSU7FESFX,1.0,1
A1ER5AYS3FQ9O3,1,A3V805ED9MJ8QP,-1.0,1
A1ER5AYS3FQ9O3,1,A18FLOC8YQY0P8,-1.0,1
A1ER5AYS3FQ9O3,1,A3PMKVFSM2WNNX,1.0,1
A1ER5AYS3FQ9O3,1,A2SRKAV2WL1V8E,1.0,1
A1ER5AYS3FQ9O3,1,AU55XFBP4KZCF,1.0,1
A1ER5AYS3FQ9O3,1,AXUJFOFQZNTN,1.0,1
A1ER5AYS3FQ9O3,1,A2R46BAMWAOYVB,-1.0,1
A1ER5AYS3FQ9O3,1,A1ZJXU4R92UOF0,1.0,1
A1ER5AYS3FQ9O3,1,A2Q2A6JKY95RTP,-1.0,1
A1ER5AYS3FQ9O3,1,A3LEDHOKC6SHT0,1.0,1
A1ER5AYS3FQ9O3,1,A1Q4JQZHICXCDU,1.0,1
A1ER5AYS3FQ9O3,1,A9J4UURM4OSDW,-1.0,1
A1ER5AYS3FQ9O3,1,A3K93OWHKHGI9V,-1.0,1
A1ER5AYS3FQ9O3,1,A1WM6XOZFJQ3PL,-1.0,1
A1ER5AYS3FQ9O3,1,A1QQVV5VG0FG4W,-1.0,1
A1ER5AYS3FQ9O3,1,A32O5FZH994CNY,-0.852718250531925,3
A1ER5AYS3FQ9O3,1,A36J8DJ3BDK2F8,-1.0,1
A1ER5AYS3FQ9O3,1,AJE4MXRQ5W9JU,1.0,1
A1ER5AYS3FQ9O3,1,A2HH00ISZCP6EW,-1.0,1
A1ER5AYS3FQ9O3,1,A3QNQQKJTL76H0,-1.0,1
A1ER5AYS3FQ9O3,1,A362LYIXWNUVOV,1.0,1
A1ER5AYS3FQ9O3,1,A3FPVTF195HJSX,-1.0,1
A1ER5AYS3FQ9O3,1,A389U7BPUTJRG3,1.0,1
A1ER5AYS3FQ9O3,1,AMPX3331B26QH,1.0,1
A1ER5AYS3FQ9O3,1,A2QX8TFZDY42K1,1.0,1
A1ER5AYS3FQ9O3,1,A3U65JGORHLOI1,1.0,1
A1ER5AYS3FQ9O3,1,A22K36X80X815R,-1.0,1
A1ER5AYS3FQ9O3,1,A3H2CKTFZ3B3GD,-1.0,1
A1ER5AYS3FQ9O3,1,A15CN75IY33KG2,-1.0,1
A1ER5AYS3FQ9O3,1,A17INU4IPI2F8M,-1.0,1
A1ER5AYS3FQ9O3,1,A2PSC7LUNIDEAH,1.0,2
A1ER5AYS3FQ9O3,1,A281T8MXBOSWY5,1.0,1
A1ER5AYS3FQ9O3,1,A1KM5TIQL9MFJM,1.0,1
A1ER5AYS3FQ9O3,1,A3S2CWGY3QXPBN,1.0,1
A1ER5AYS3FQ9O3,1,A1RL1OTV8IJMVD,-1.0,1
A1ER5AYS3FQ9O3,1,A1FHY2YJQ02WLL,1.0,1
A1ER5AYS3FQ9O3,1,A3AVJCB1ZD6ZY5,1.0,1
A1ER5AYS3FQ9O3,1,A1VLVWTLV3LVHR,-0.9999999999999999,2
A1ER5AYS3FQ9O3,1,A25UR8KZS0NMM4,1.0,1
A1ER5AYS3FQ9O3,1,A3VI2VETB90ZG5,1.0,1
A1ER5AYS3FQ9O3,1,A1RQYQO7CLYV54,-1.0,1
A1ER5AYS3FQ9O3,1,A1VS1LL905P5L5,1.0,1
A1ER5AYS3FQ9O3,1,A1ED6GYNJ1MK1L,1.0,1
A1ER5AYS3FQ9O3,1,A31K7NXYUXEHLN,-1.0,1
A1ER5AYS3FQ9O3,1,A3OZ7D6FG6YYND,-1.0,1
A1ER5AYS3FQ9O3,1,A3QEJ40NQEW36Q,1.0,1
A1ER5AYS3FQ9O3,1,A3AH84Z7OJL1CC,-1.0,1
A1ER5AYS3FQ9O3,1,A2EAPHDHNS3ONC,-1.0,1
A1ER5AYS3FQ9O3,1,A3TP978RRJ6Y93,-1.0,1
A1ER5AYS3FQ9O3,1,A1M75BTUCAFUGL,1.0,1
A1ER5AYS3FQ9O3,1,ADVLRJS633OTD,-1.0,1
A1ER5AYS3FQ9O3,1,A3HKQYP7DVY3AC,1.0,1
A1ER5AYS3FQ9O3,1,A2YQTEPCGZ5N7J,1.0,1
A1ER5AYS3FQ9O3,1,AQK4V8E0ZW9RL,1.0,1
A1ER5AYS3FQ9O3,1,A25VMR199B567O,-1.0,1
A1ER5AYS3FQ9O3,1,A3PG35ECAMJDED,-1.0,1
A1ER5AYS3FQ9O3,1,A1JGP2ISFZ2MAZ,-1.0,1
A1ER5AYS3FQ9O3,1,A15WXGL9RIZVAB,1.0,1
A1ER5AYS3FQ9O3,1,A2ILEFMS2AIITR,1.0,1
A1ER5AYS3FQ9O3,1,AMRMK86X3PKXD,-0.7497874362380054,2
A1ER5AYS3FQ9O3,1,AXP8GO5Q3AXSA,0.31622776601683844,2
A1ER5AYS3FQ9O3,1,AKARNJZM4CC0H,-1.0,1
A1ER5AYS3FQ9O3,1,A3H0JELE72JXFG,-1.0,1
A1ER5AYS3FQ9O3,1,A3CW5EHY41TCH1,-1.0,1
A1ER5AYS3FQ9O3,1,A5DHIFSSOA1B2,-1.0,1
A1ER5AYS3FQ9O3,1,A2TOTE8RC1SR2Z,1.0,1
A1ER5AYS3FQ9O3,1,ATBRH3U3KP55S,-1.0,1
A1ER5AYS3FQ9O3,1,A1XO3GF0T1D8Z3,-1.0,1
A1ER5AYS3FQ9O3,1,A2BLFCOPSMBOZ9,-1.0,1
A1ER5AYS3FQ9O3,1,A4QF8E69CVL5N,1.0,1
A1ER5AYS3FQ9O3,1,A2NM4T5H9AWAYY,1.0,1
A1ER5AYS3FQ9O3,1,AIIZTJHZLV158,1.0,1
A1ER5AYS3FQ9O3,1,A328BM0MSEIPM4,1.0,1
A1ER5AYS3FQ9O3,1,A28GHSY8ZWFW02,1.0,1
A1ER5AYS3FQ9O3,1,AVG500R391W5H,1.0,1
A1ER5AYS3FQ9O3,1,A19H6YAILCK6L6,-1.0,1
A1ER5AYS3FQ9O3,1,A2NICGGIGIFU22,-1.0,2
A1ER5AYS3FQ9O3,1,AZS0YT2OY1TYQ,1.0,1
A1ER5AYS3FQ9O3,1,A2VEM6DZK8SEQ9,1.0,1
A1ER5AYS3FQ9O3,1,A1G3NW5D9QWTHJ,1.0,1
A1ER5AYS3FQ9O3,1,AMTF0B4VKQRPG,1.0,1
A1ER5AYS3FQ9O3,1,A42OIR9BKNW79,-1.0,1
A1ER5AYS3FQ9O3,1,A2L4ZGN7GZJ95T,1.0,1
A1ER5AYS3FQ9O3,1,AJ6B83I4YJHYW,-1.0,1
A1ER5AYS3FQ9O3,1,A2RVQMCP9RL2MU,1.0,1
A1ER5AYS3FQ9O3,1,A34M1LJZY0RTUS,1.0,1
A1ER5AYS3FQ9O3,1,AOIK2JWRLMC5W,-1.0,1
A1ER5AYS3FQ9O3,1,A31C6U0IWYJE7R,-1.0,1
A1ER5AYS3FQ9O3,1,A3IM8SP5C4PPSP,1.0,1
A1ER5AYS3FQ9O3,1,A8862BG5CCFON,-1.0,1
A1ER5AYS3FQ9O3,1,A22FIPZOXOPFNV,-1.0,1
A1ER5AYS3FQ9O3,1,A289ARF9YKYKD4,-1.0,1
A1ER5AYS3FQ9O3,1,A1PF16J5B3SD4S,-1.0,1
A1ER5AYS3FQ9O3,1,A25X4F1TS2SW27,1.0,1
A1ER5AYS3FQ9O3,1,A19NP8YYADOOSF,1.0,1
A1ER5AYS3FQ9O3,1,A6UZGTWASJIY8,-1.0,1
A1ER5AYS3FQ9O3,1,A9EURDHZUN7ND,-1.0,1
A1ER5AYS3FQ9O3,1,A3DV42G9QT8NYC,1.0,1
A1ER5AYS3FQ9O3,1,AHRNDSKWH1YBT,1.0,1
A1ER5AYS3FQ9O3,1,A264S3JGS1A69A,1.0,1
A1ER5AYS3FQ9O3,1,A33L40JFK4WS1K,1.0,1
A1ER5AYS3FQ9O3,1,AFHYEO3Y1IIDD,1.0,1
A1ER5AYS3FQ9O3,1,ARYSGITXPC3G2,1.0,1
A1ER5AYS3FQ9O3,1,A2Y6U3BZSVPLGZ,1.0,1
A1ER5AYS3FQ9O3,1,A2GCE5241RXOHZ,-1.0,1
A1ER5AYS3FQ9O3,1,A13BXH56DZX247,-1.0,1
A1ER5AYS3FQ9O3,1,A3KGYBMTVA723Y,1.0,1
A1ER5AYS3FQ9O3,1,A21S26XYPGXJZX,1.0,1
A1ER5AYS3FQ9O3,1,A8MTE6SIYM0GY,1.0,1
A1ER5AYS3FQ9O3,1,A3SEBFKE82AFF0,0.8572170074543256,2
A1ER5AYS3FQ9O3,1,AA278E1LT5IKU,-1.0,1
A1ER5AYS3FQ9O3,1,A1UEIAIRVH070I,1.0,1
A1ER5AYS3FQ9O3,1,A22OA5TN2V5RL9,-1.0,1
A1ER5AYS3FQ9O3,1,A2ZCRS3FE97JL5,-1.0,1
A1ER5AYS3FQ9O3,1,A15IYGI4KQYNC9,-1.0,1
A1ER5AYS3FQ9O3,1,AOI2MD752ZWFU,-1.0,1
A1ER5AYS3FQ9O3,1,A28J3123I1QDKI,1.0,1
A1ER5AYS3FQ9O3,1,AMU697QR8HHJQ,1.0,1
A1ER5AYS3FQ9O3,1,A4B2ET77LF9TD,1.0,1
A1ER5AYS3FQ9O3,1,A17F82FUMKCFBR,1.0,1
A1ER5AYS3FQ9O3,1,AU0RIS0SIC2DN,-1.0,1
A1ER5AYS3FQ9O3,1,A3F9CMU8KNAY1M,1.0,1
A1ER5AYS3FQ9O3,1,ANZI35AQ1T927,-1.0,1
A1ER5AYS3FQ9O3,1,A2UMDC8IUID3PE,1.0,1
A1ER5AYS3FQ9O3,1,A24P7O78CQD5ZL,-1.0,1
A1ER5AYS3FQ9O3,1,A2TVAG2XX0LWIO,1.0,1
A1ER5AYS3FQ9O3,1,A1FSRN96SGBRGP,1.0,1
A1ER5AYS3FQ9O3,1,A29K7YIR7ROXS5,-1.0,1
A1ER5AYS3FQ9O3,1,A1FIZT8SAYQG5B,1.0,1
A1ER5AYS3FQ9O3,1,A15CL28ALB7MTZ,1.0,1
A1ER5AYS3FQ9O3,1,A3AKX130YAN2FC,-1.0,1
A1ER5AYS3FQ9O3,1,A1A81QZOKSEY5P,-1.0,1
A1ER5AYS3FQ9O3,1,A7K1OSQ4QFFWU,-1.0,1
A1ER5AYS3FQ9O3,1,A2DN40F77E1M2I,1.0,1
A1ER5AYS3FQ9O3,1,A2J8P5W4K5VRYX,-1.0,1
A1ER5AYS3FQ9O3,1,A3AL3TFENTB4FO,1.0,1
A1ER5AYS3FQ9O3,1,A2V6YGGQ9BVZ4V,-1.0,1
A1ER5AYS3FQ9O3,1,A22CT4ZGGD2FJF,1.0,1
A1ER5AYS3FQ9O3,1,A2S4N0B31PC53Z,-1.0,1
A1ER5AYS3FQ9O3,1,A1T61QP7QHYBRQ,-1.0,1
A1ER5AYS3FQ9O3,1,AFTEMUQYABETP,1.0,1
A1ER5AYS3FQ9O3,1,A36JO8IHKYBMMJ,-1.0,2
A1ER5AYS3FQ9O3,1,A1CSXQ18RG45E4,1.0,1
A1ER5AYS3FQ9O3,1,A1WURYN1U64Y1T,1.0,1
A1ER5AYS3FQ9O3,1,A156E35WWLQVC0,-1.0,1
A1ER5AYS3FQ9O3,1,A1ER772BK8XTMR,-1.0,1
A1ER5AYS3FQ9O3,1,A3V869AE827D4D,-1.0,1
A1ER5AYS3FQ9O3,1,A37HQ4KJXFCDOK,1.0,1
A1ER5AYS3FQ9O3,1,A1AKVXP33H03FO,1.0,1
A1ER5AYS3FQ9O3,1,A5U0FSWB9ZF2H,-1.0,1
A1ER5AYS3FQ9O3,1,A3KEZLJ59C1JVH,-1.0,1
A1ER5AYS3FQ9O3,1,A2ZG8OIEB6W3CF,1.0,1
A1ER5AYS3FQ9O3,1,A25DMZULPFMQRB,-1.0,1
A1ER5AYS3FQ9O3,1,A3IK2VCQ007CJ,1.0,1
A1ER5AYS3FQ9O3,1,AV8MDYLHHTUOY,1.0,1
A1ER5AYS3FQ9O3,1,A34WQCEPOMQI0E,-1.0,1
A1ER5AYS3FQ9O3,1,A2COWQ4W55OCV4,-1.0,1
A1ER5AYS3FQ9O3,1,A1H6WSU41RPEOU,1.0,1
A1ER5AYS3FQ9O3,1,A1SZ3453BICM0I,1.0,1
A1ER5AYS3FQ9O3,1,A1LSCZIWX3UTWM,-1.0,1
A1ER5AYS3FQ9O3,1,AC50XSTJKWT5F,1.0,1
A1ER5AYS3FQ9O3,1,A2VZ79EQGTNC0X,1.0,1
A1ER5AYS3FQ9O3,1,AX2PC43HTDDKH,-1.0,1
A1ER5AYS3FQ9O3,1,A1CPJD15UAR8J7,-1.0,1
A1ER5AYS3FQ9O3,1,A2MROE89ADB6BH,1.0,1
A1ER5AYS3FQ9O3,1,A1CNV2BQHWAAPM,1.0,1
A1ER5AYS3FQ9O3,1,ALNUBI5QDFP3I,1.0,1
A1ER5AYS3FQ9O3,1,A3DIVEVEQDF6NN,-1.0,1
A1ER5AYS3FQ9O3,1,A3P54E0Q9DTAAA,-1.0,1
A1ER5AYS3FQ9O3,1,A1INE33UQ1B4Q3,1.0,1
A1ER5AYS3FQ9O3,1,A37X0LC19QSS40,-1.0,1
A1ER5AYS3FQ9O3,1,A2ATQD7R3X2MDH,1.0,1
A1ER5AYS3FQ9O3,1,A2JTRT3ZZ3Z2F1,-1.0,1
A1ER5AYS3FQ9O3,1,A2SH6A32BE6NEV,-1.0,1
A1ER5AYS3FQ9O3,1,A1MBYAH5XZLCRI,1.0,1
A1ER5AYS3FQ9O3,1,AT65XR8QQLAFT,-1.0,1
A1ER5AYS3FQ9O3,1,A1SQ4E255QMI8S,1.0,1
A1ER5AYS3FQ9O3,1,A22SQLY0UZN2QC,1.0,1
A1ER5AYS3FQ9O3,1,A2I7RBLJWD2IEC,1.0,1
A1ER5AYS3FQ9O3,1,AU1SKSAF00JJH,1.0,1
A1ER5AYS3FQ9O3,1,AEN44U6T9R93,-1.0,1
A1ER5AYS3FQ9O3,1,A33WFC8YJ4FKXF,1.0,1
A1ER5AYS3FQ9O3,1,A3KZCNV1N8R9GC,1.0,1
A1ER5AYS3FQ9O3,1,A1FH14TQSVDH1X,1.0,1
A1ER5AYS3FQ9O3,1,A2J0ZZPEN3ZEC5,1.0,1
A1ER5AYS3FQ9O3,1,A3ONGT075HDL7F,-1.0,1
A1ER5AYS3FQ9O3,1,A2L4XGVPR42KHL,-1.0,1
A1ER5AYS3FQ9O3,1,A189RKSXMIG0YM,1.0,1
A1ER5AYS3FQ9O3,1,A2J19U8H5SSFCJ,1.0,1
A1ER5AYS3FQ9O3,1,ADGR41H3B18M6,-1.0,1
A1ER5AYS3FQ9O3,1,A1O07719YMF6L1,-1.0,1
A1ER5AYS3FQ9O3,1,A3RQBROKC8OCIY,-1.0,1
A1ER5AYS3FQ9O3,1,A28NY19C9YWTAH,1.0,1
A1ER5AYS3FQ9O3,1,A1WY48XH8YAXIR,1.0,1
A1ER5AYS3FQ9O3,1,A3BPNP9X1AENI3,1.0,1
A1ER5AYS3FQ9O3,1,A2ZOG2EB2AA4MX,-1.0,1
A1ER5AYS3FQ9O3,1,A14RB3WBO7RGCF,1.0,1
A1ER5AYS3FQ9O3,1,A21KXYDPK6EGO1,1.0,1
A1ER5AYS3FQ9O3,1,A33TXCB2KMCLT6,-1.0,1
A1ER5AYS3FQ9O3,1,A1I6VDJBZDT4W3,1.0,1
A1ER5AYS3FQ9O3,1,A1S7RIPIKMNZ5H,-1.0,1
A1ER5AYS3FQ9O3,1,A3GCWBNAITKLID,1.0,1
A1ER5AYS3FQ9O3,1,A3CO1P0AI9AEWR,1.0,1
A1ER5AYS3FQ9O3,1,A174P1H5ZV1NBJ,1.0,1
A1ER5AYS3FQ9O3,1,A22716SIG9ZCB9,-1.0,1
A1ER5AYS3FQ9O3,1,A2FBVTBQPKMR6O,1.0,1
A1ER5AYS3FQ9O3,1,ABXANRX4GPYRZ,-1.0,1
A1ER5AYS3FQ9O3,1,AYPIF2S8P3RZT,-1.0,1
A1ER5AYS3FQ9O3,1,A3GBGWUWKQGJU2,-1.0,1
A1ER5AYS3FQ9O3,1,A2JXS222CBMZP0,-1.0,1
A1ER5AYS3FQ9O3,1,A288KDRN3D9XSN,-1.0,1
A1ER5AYS3FQ9O3,1,A13E0ARAXI6KJW,1.0,1
A1ER5AYS3FQ9O3,1,A81DSDH458CDD,1.0,1
A1ER5AYS3FQ9O3,1,A36VOKTKWP4NHI,1.0,1
A1ER5AYS3FQ9O3,1,A1YWGQTI76DQCP,-1.0,1
A1ER5AYS3FQ9O3,1,AEEI878LIKDQB,-1.0,1
A1ER5AYS3FQ9O3,1,A3OC1P26505FV,-1.0,1
A1ER5AYS3FQ9O3,1,A1GQCP16DRZ92N,-1.0,1
A1ER5AYS3FQ9O3,1,A1S27P7KJO9I96,1.0,1
A1ER5AYS3FQ9O3,1,A253A644LO7LP2,-1.0,1
A1ER5AYS3FQ9O3,1,A8BIN5L9E3KSN,-1.0,1
A1ER5AYS3FQ9O3,1,A22W6XTBU8S6XA,1.0,1
A1ER5AYS3FQ9O3,1,A3MXU3CH4BJ465,-1.0,1
A1ER5AYS3FQ9O3,1,A2FRY6GIFECUBX,-1.0,1
A1ER5AYS3FQ9O3,1,A26FORV9RWAN9Y,-1.0,1
A1ER5AYS3FQ9O3,1,A2622QPYYAMHJI,1.0,1
A1ER5AYS3FQ9O3,1,A13EZZ0NKHYNUD,1.0,1
A1ER5AYS3FQ9O3,1,AMMXPASXONDPH,1.0,1
A1ER5AYS3FQ9O3,1,A3GE671EYAPIJ6,-1.0,1
A1ER5AYS3FQ9O3,1,A12Q2LDT8Z65WV,1.0,1
A1ER5AYS3FQ9O3,1,A76781ZG4V7L5,1.0,1
A1ER5AYS3FQ9O3,1,A1RW2EHHFWF1X4,1.0,1
A1ER5AYS3FQ9O3,1,A1OYD1QO0WHCZU,-1.0,1
A1ER5AYS3FQ9O3,1,A2ZM6ZFJQWJB4N,-1.0,1
A1ER5AYS3FQ9O3,1,A1TIHB6L8P8GL1,1.0,1
A1ER5AYS3FQ9O3,1,A2VEQFMT5LVRLM,1.0,1
A1ER5AYS3FQ9O3,1,AWR1XO3KVQXP0,1.0,1
A1ER5AYS3FQ9O3,1,A2OS3TIVAKUAHG,1.0,1
A1ER5AYS3FQ9O3,1,A3III43WMFUL23,1.0,1
A1ER5AYS3FQ9O3,1,A1C9Z3O25M3YIL,1.0,1
A1ER5AYS3FQ9O3,1,A12XBJIFFORT2S,1.0,1
A1ER5AYS3FQ9O3,1,A1DTWSMRO8MG99,-1.0,1
A1ER5AYS3FQ9O3,1,A1QUO9KQ2P17T4,-1.0,1
A1ER5AYS3FQ9O3,1,ATMQEI1LKR6VB,-1.0,1
A1ER5AYS3FQ9O3,1,A1VKWCNR2FEOMU,-1.0,1
A1ER5AYS3FQ9O3,1,A2R2UG46H3J3RY,-1.0,1
A1ER5AYS3FQ9O3,1,AZG22HX061OZY,-1.0,1
A1ER5AYS3FQ9O3,1,AZJL03R8NDQ7C,-1.0,1
A1ER5AYS3FQ9O3,1,A6N7RAVZSCTPT,-1.0,1
A1ER5AYS3FQ9O3,1,ACMIA4OFBCI9B,1.0,1
A1ER5AYS3FQ9O3,1,A2UQYUF4ANEPB4,-1.0,1
A1ER5AYS3FQ9O3,1,A25O0GQKPNIJXD,-1.0,1
A1ER5AYS3FQ9O3,1,A3N57PFNMCXPKT,1.0,1
