TargetItem,OtherItem,Cluster,Similarity,CommonUsers
B000JE4594,B00R501U3E,2,0.0,0
B000JE4594,B00R5CI01W,2,0.0,0
B000JE4594,B00R54QDU0,2,0.0,0
B000JE4594,B008838QUC,2,0.0,0
B000JE4594,B00R5603T0,2,0.0,0
B000JE4594,B00R5CDOTU,2,0.0,0
B000JE4594,B00R5CI8WI,2,0.0,0
B000JE4594,B00R5CEYDK,2,0.0,0
B000JE4594,B00R5CRUFO,2,0.0,0
B000JE4594,B00RCTLI8K,2,0.0,0
B000JE4594,B00RCQY240,2,0.0,0
B000JE4594,B00RCTNKKO,2,0.0,0
B000JE4594,B00RKGZL4W,2,0.0,0
B000JE4594,B00RKJ6J5Y,2,0.0,0
B000JE4594,B00RKKWPAQ,2,0.0,0
B000JE4594,B00RKMUY7A,2,0.0,0
B000JE4594,B008JVKPQ6,2,0.0,0
B000JE4594,B007I7DFSC,2,0.0,0
B000JE4594,B00DEBWBYA,2,0.0,0
B000JE4594,B00RKRW01S,2,0.0,0
B000JE4594,B00RKR96A6,2,0.0,0
B000JE4594,B00RKWG98S,2,0.0,0
B000JE4594,B00RKXJSW6,2,0.0,0
B000JE4594,B00RL1DT40,2,0.0,0
B000JE4594,B00RL1JQ9W,2,0.0,0
B000JE4594,B00RL1K21I,2,0.0,0
B000JE4594,B00RL2JGZ0,2,0.0,0
B000JE4594,B00RL4X1FE,2,0.0,0
B000JE4594,B00RL4JD06,2,0.0,0
B000JE4594,B00RL5JQMU,2,0.0,0
B000JE4594,B000FL60SU,2,0.0,0
B000JE4594,B00EQ0PC12,2,0.0,0
B000JE4594,B00PRTWT1W,2,0.0,0
B000JE4594,B00B6SXY26,2,0.0,0
B000JE4594,B00RIQZCYI,2,0.0,0
B000JE4594,B00MYR3SKQ,2,0.0,0
B000JE4594,B00RJ1MPIS,2,0.0,0
B000JE4594,B00RJ5IXOY,2,0.0,0
B000JE4594,B00RJ3JKOS,2,0.0,0
B000JE4594,B00RJLR3M6,2,0.0,0
B000JE4594,B00ARZ0VOI,2,0.0,0
B000JE4594,B00RJQBAUC,2,0.0,0
B000JE4594,B00RJTR0SK,2,0.0,0
B000JE4594,B00RJTSFQG,2,0.0,0
B000JE4594,B00RJVL43U,2,0.0,0
B000JE4594,B00RJX3GJS,2,0.0,0
B000JE4594,B00RJZJEWE,2,0.0,0
B000JE4594,B00RK29P0C,2,0.0,0
B000JE4594,B00RJVLZYS,2,0.0,0
B000JE4594,B00RK3T394,2,0.0,0
B000JE4594,B00G54RHR4,2,0.0,0
B000JE4594,B00RL5RVCM,2,0.0,0
B000JE4594,B00RLCL978,2,0.0,0
B000JE4594,B00RLAU7FK,2,0.0,0
B000JE4594,B00RLCVZ9K,2,0.0,0
B000JE4594,B00RN0DDOA,2,0.0,0
B000JE4594,B00RN5RUC6,2,0.0,0
B000JE4594,B00JJFPYNA,2,0.0,0
B000JE4594,B00RN8AY44,2,0.0,0
B000JE4594,B00IPPWDI4,2,0.0,0
B000JE4594,B00RNFPRIA,2,0.0,0
B000JE4594,B00RNYCYU0,2,0.0,0
B000JE4594,B00RNXIST2,2,0.0,0
B000JE4594,B00RNWABHA,2,0.0,0
B000JE4594,B00ROAGJCC,2,0.0,0
B000JE4594,B00E5JP0VG,2,0.0,0
B000JE4594,B00RODWKYU,2,0.0,0
B000JE4594,B00RODVSA2,2,0.0,0
B000JE4594,B00ROAYWXU,2,0.0,0
B000JE4594,B00RO8WZQ8,2,0.0,0
B000JE4594,B00ROHD06S,2,0.0,0
B000JE4594,B00ROHDFAY,2,0.0,0
B000JE4594,B00RMYA8BI,2,0.0,0
B000JE4594,B00RMW0VIK,2,0.0,0
B000JE4594,B0031GELCS,2,0.0,0
B000JE4594,B0025W3EVS,2,0.0,0
B000JE4594,B00RLFTD5U,2,0.0,0
B000JE4594,B00RLGFQTG,2,0.0,0
B000JE4594,B00RLNPM0W,2,0.0,0
B000JE4594,B00RLRAZJG,2,0.0,0
B000JE4594,B00RLRRB2K,2,0.0,0
B000JE4594,B00RLS9S1G,2,0.0,0
B000JE4594,B00I1238QM,2,0.0,0
B000JE4594,B00RM6TCOK,2,0.0,0
B000JE4594,B00RMVGUGS,2,0.0,0
B000JE4594,B00RMALANC,2,0.0,0
B000JE4594,B00RMDKQ84,2,0.0,0
B000JE4594,B00RMHXRXQ,2,0.0,0
B000JE4594,B00RMM0V5I,2,0.0,0
B000JE4594,B00RMLMF44,2,0.0,0
B000JE4594,B005DNLIRI,2,0.0,0
B000JE4594,B00RMPZ6B4,2,0.0,0
B000JE4594,B00RINOD5U,2,0.0,0
B000JE4594,B00RIH9IAG,2,0.0,0
B000JE4594,B00RI8SS6U,2,0.0,0
B000JE4594,B00RF6HCUS,2,0.0,0
B000JE4594,B00RE6CL4G,2,0.0,0
B000JE4594,B00RE7MYK6,2,0.0,0
B000JE4594,B00REC9JW2,2,0.0,0
B000JE4594,B00REE39R6,2,0.0,0
B000JE4594,B00REE39QW,2,0.0,0
B000JE4594,B00REFQ22Y,2,0.0,0
B000JE4594,B00REFA0UO,2,0.0,0
B000JE4594,B00REDAIZS,2,0.0,0
B000JE4594,B00REFFH3Y,2,0.0,0
B000JE4594,B00RELMI7Q,2,0.0,0
B000JE4594,B00BWG1HCG,2,0.0,0
B000JE4594,B00REWEZN0,2,0.0,0
B000JE4594,B00DVM6X8M,2,0.0,0
B000JE4594,B00CQU8VBM,2,0.0,0
B000JE4594,B00H8LJH0I,2,0.0,0
B000JE4594,B00REWUHIM,2,0.0,0
B000JE4594,B00CKDCVBQ,2,0.0,0
B000JE4594,B00RE6EW3E,2,0.0,0
B000JE4594,B00RE60R9W,2,0.0,0
B000JE4594,B00RE1PI4G,2,0.0,0
B000JE4594,B00RDAE6KU,2,0.0,0
B000JE4594,B00RCVF9MO,2,0.0,0
B000JE4594,B00RCXO478,2,0.0,0
B000JE4594,B00RCYF01G,2,0.0,0
B000JE4594,B00RCZO13S,2,0.0,0
B000JE4594,B00RD5LKNQ,2,0.0,0
B000JE4594,B00RD9HBTE,2,0.0,0
B000JE4594,B00RD8JCG0,2,0.0,0
B000JE4594,B00RDD7BL8,2,0.0,0
B000JE4594,B00RDX8DH4,2,0.0,0
B000JE4594,B00RDDT2ZQ,2,0.0,0
B000JE4594,B00RDG3PQU,2,0.0,0
B000JE4594,B00MMLYQGO,2,0.0,0
B000JE4594,B00RDIZH64,2,0.0,0
B000JE4594,B00RDKD4O4,2,0.0,0
B000JE4594,B00KAHSWYO,2,0.0,0
B000JE4594,B00RDSCRVW,2,0.0,0
B000JE4594,B00RF6P5PW,2,0.0,0
B000JE4594,B00RF3HPIU,2,0.0,0
B000JE4594,B00RI34OZY,2,0.0,0
B000JE4594,B00RF7YSYA,2,0.0,0
B000JE4594,B00RGO7RYA,2,0.0,0
B000JE4594,B00JX9K770,2,0.0,0
B000JE4594,B001QJLVPC,2,0.0,0
B000JE4594,B00RH226BU,2,0.0,0
B000JE4594,B007GP0QRY,2,0.0,0
B000JE4594,B00RH212AQ,2,0.0,0
B000JE4594,B00RH20ZB8,2,0.0,0
B000JE4594,B00RH45B4W,2,0.0,0
B000JE4594,B00RH8S08W,2,0.0,0
B000JE4594,B00RH8VE6M,2,0.0,0
B000JE4594,B00RHDEZ9A,2,0.0,0
B000JE4594,B00RHCABCQ,2,0.0,0
B000JE4594,B00RHF0PEC,2,0.0,0
B000JE4594,B00RHMVS46,2,0.0,0
B000JE4594,B00RHO2BOA,2,0.0,0
B000JE4594,B00RI16FAI,2,0.0,0
B000JE4594,B00RI6N0T2,2,0.0,0
B000JE4594,B00RGMXZIE,2,0.0,0
B000JE4594,B00RGHBGVM,2,0.0,0
B000JE4594,B00RGHNCQY,2,0.0,0
B000JE4594,B00RFSFOLK,2,0.0,0
B000JE4594,B00RFIGXG0,2,0.0,0
B000JE4594,B00RFK97J8,2,0.0,0
B000JE4594,B00RFJ92E4,2,0.0,0
B000JE4594,B00RFKPI3C,2,0.0,0
B000JE4594,B00RFLM4OW,2,0.0,0
B000JE4594,B00001MXWB,2,0.0,0
B000JE4594,B00RFN57Y4,2,0.0,0
B000JE4594,B00RGA3B94,2,0.0,0
B000JE4594,B00RGHSPIE,2,0.0,0
B000JE4594,B00RGAZHYQ,2,0.0,0
B000JE4594,B00RGCEIJE,2,0.0,0
B000JE4594,B00RGAXKYA,2,0.0,0
B000JE4594,B00RGF4ZPS,2,0.0,0
B000JE4594,B00RG8VGJS,2,0.0,0
B000JE4594,B0089TRBRE,2,0.0,0
B000JE4594,B00RGH9AB0,2,0.0,0
B000JE4594,B005V9V26G,2,0.0,0
B000JE4594,B00R0ZPESG,2,0.0,0
B000JE4594,B00QDP2HE8,2,0.0,0
B000JE4594,B002JLAY5E,2,0.0,0
B000JE4594,B00QLBLFE2,2,0.0,0
B000JE4594,B00QLAO9F0,2,0.0,0
B000JE4594,B00QLC40RA,2,0.0,0
B000JE4594,B00QLH3KYE,2,0.0,0
B000JE4594,B00QLHBUP0,2,0.0,0
B000JE4594,B00QLIUIL6,2,0.0,0
B000JE4594,B00QLMH8KG,2,0.0,0
B000JE4594,B00J5LEZKQ,2,0.0,0
B000JE4594,B00JX9K6SU,2,0.0,0
B000JE4594,B00QLRR3GK,2,0.0,0
B000JE4594,B00QLU6ZCA,2,0.0,0
B000JE4594,B00QLRUOT8,2,0.0,0
B000JE4594,B00QLUWB6E,2,0.0,0
B000JE4594,B00QLVOQDY,2,0.0,0
B000JE4594,B00QLWCZRM,2,0.0,0
B000JE4594,B00QLWNUNU,2,0.0,0
B000JE4594,B00QM0XLJO,2,0.0,0
B000JE4594,B00QLBS7NY,2,0.0,0
B000JE4594,B00JQYGVXG,2,0.0,0
B000JE4594,B00QJVFLW6,2,0.0,0
B000JE4594,B00QL40GWG,2,0.0,0
B000JE4594,B00QJXPPKC,2,0.0,0
B000JE4594,B00QK1MP2E,2,0.0,0
B000JE4594,B00QK3HT28,2,0.0,0
B000JE4594,B00QK88EQI,2,0.0,0
B000JE4594,B00QKD50VA,2,0.0,0
B000JE4594,B00QKGQHS2,2,0.0,0
B000JE4594,B00QKGPXQO,2,0.0,0
B000JE4594,B00QKGBXEK,2,0.0,0
B000JE4594,B00QKF1SCS,2,0.0,0
B000JE4594,B00QKGBXG8,2,0.0,0
B000JE4594,B00Q687XAA,2,0.0,0
B000JE4594,B00QKV2HTU,2,0.0,0
B000JE4594,B00OC8KWB8,2,0.0,0
B000JE4594,B00QKY4FIS,2,0.0,0
B000JE4594,B00QL0N910,2,0.0,0
B000JE4594,B00QL185ZO,2,0.0,0
B000JE4594,B00QL35UXW,2,0.0,0
B000JE4594,B00QM0Z5QQ,2,0.0,0
B000JE4594,B00QM0VYLQ,2,0.0,0
B000JE4594,B00QM2T8E4,2,0.0,0
B000JE4594,B00QM3VA2G,2,0.0,0
B000JE4594,B00QNIYLCG,2,0.0,0
B000JE4594,B00QNIY6MQ,2,0.0,0
B000JE4594,B00QNO0LT2,2,0.0,0
B000JE4594,B00QNR6VDE,2,0.0,0
B000JE4594,B00QNXDFPK,2,0.0,0
B000JE4594,B00QNX0Y1I,2,0.0,0
B000JE4594,B00Q28NIHQ,2,0.0,0
B000JE4594,B00QNY1EAC,2,0.0,0
B000JE4594,B00QO45T8O,2,0.0,0
B000JE4594,B00QOAT2F4,2,0.0,0
B000JE4594,B00QOI05UC,2,0.0,0
B000JE4594,B004R5X6YQ,2,0.0,0
B000JE4594,B00JQLYPAK,2,0.0,0
B000JE4594,B00QOS0IXQ,2,0.0,0
B000JE4594,B00QOSKGDS,2,0.0,0
B000JE4594,B00QOSH0MI,2,0.0,0
B000JE4594,B00QOSALEC,2,0.0,0
B000JE4594,B00QNA17S0,2,0.0,0
B000JE4594,B00QNB961E,2,0.0,0
B000JE4594,B00QN7SGBE,2,0.0,0
B000JE4594,B00QMPI86U,2,0.0,0
B000JE4594,B00QM6KEUW,2,0.0,0
B000JE4594,B00IOWT55M,2,0.0,0
B000JE4594,B00QMDZ19O,2,0.0,0
B000JE4594,B00QMHVEIW,2,0.0,0
B000JE4594,B00QMLJ4WG,2,0.0,0
B000JE4594,B00QMLUHXQ,2,0.0,0
B000JE4594,B009KVKLBI,2,0.0,0
B000JE4594,B0024FA5KY,2,0.0,0
B000JE4594,B00QN3S8AM,2,0.0,0
B000JE4594,B00QMQ4D86,2,0.0,0
B000JE4594,B00QMR5WH6,2,0.0,0
B000JE4594,B00HG8VO36,2,0.0,0
B000JE4594,B00QMVPWUO,2,0.0,0
B000JE4594,B00QMWM15M,2,0.0,0
B000JE4594,B00QMW3L7E,2,0.0,0
B000JE4594,B00QMZG9CA,2,0.0,0
B000JE4594,B00QJXEY2M,2,0.0,0
B000JE4594,B00QJIV47U,2,0.0,0
B000JE4594,B00R11BCEO,2,0.0,0
B000JE4594,B00GOFT7IG,2,0.0,0
B000JE4594,B00QFO422M,2,0.0,0
B000JE4594,B00QFOA85C,2,0.0,0
B000JE4594,B00QFTRO3G,2,0.0,0
B000JE4594,B00QFU2S2M,2,0.0,0
B000JE4594,B00QG1YOAO,2,0.0,0
B000JE4594,B00QG4HT08,2,0.0,0
B000JE4594,B00QG6W2QW,2,0.0,0
B000JE4594,B00QG7FWOA,2,0.0,0
B000JE4594,B00QG4LXMS,2,0.0,0
B000JE4594,B00QG7ZUL0,2,0.0,0
B000JE4594,B00QG7Z9WK,2,0.0,0
B000JE4594,B00QG7ZKP6,2,0.0,0
B000JE4594,B00QG9ZNLK,2,0.0,0
B000JE4594,B00QGEYWV2,2,0.0,0
B000JE4594,B00LITRG3G,2,0.0,0
B000JE4594,B00QGOG3H8,2,0.0,0
B000JE4594,B00QGO82BS,2,0.0,0
B000JE4594,B00QFJSG88,2,0.0,0
B000JE4594,B00QFHQAX8,2,0.0,0
B000JE4594,B00QJITY4A,2,0.0,0
B000JE4594,B00QFHLULU,2,0.0,0
B000JE4594,B00QEETNJU,2,0.0,0
B000JE4594,B00QEL5784,2,0.0,0
B000JE4594,B00QEG848E,2,0.0,0
B000JE4594,B00QEL52CU,2,0.0,0
B000JE4594,B00QEPZLZ4,2,0.0,0
B000JE4594,B00QERXHL2,2,0.0,0
B000JE4594,B00QEKXZR0,2,0.0,0
B000JE4594,B00QERZHCO,2,0.0,0
B000JE4594,B00QEUSN9U,2,0.0,0
B000JE4594,B00QEPYQKK,2,0.0,0
B000JE4594,B00QERYP72,2,0.0,0
B000JE4594,B00QEXDDH4,2,0.0,0
B000JE4594,B00QEXHTFG,2,0.0,0
B000JE4594,B00QEXG394,2,0.0,0
B000JE4594,B00QETTR14,2,0.0,0
B000JE4594,B00QEY8X0A,2,0.0,0
B000JE4594,B006ZEVG94,2,0.0,0
B000JE4594,B00QGPQY2Q,2,0.0,0
B000JE4594,B00QGRT7RS,2,0.0,0
B000JE4594,B00QGSAPL4,2,0.0,0
B000JE4594,B00QGSL20M,2,0.0,0
B000JE4594,B00QIG3G9W,2,0.0,0
B000JE4594,B00QIGU12C,2,0.0,0
B000JE4594,B00QIGPI52,2,0.0,0
B000JE4594,B00QIH80LU,2,0.0,0
B000JE4594,B00QIIBZNY,2,0.0,0
B000JE4594,B00G979GS0,2,0.0,0
B000JE4594,B00LPJ55S2,2,0.0,0
B000JE4594,B00FO3X8XY,2,0.0,0
B000JE4594,B0017682OC,2,0.0,0
B000JE4594,B00QJ7S1WC,2,0.0,0
B000JE4594,B00QJ8FGNI,2,0.0,0
B000JE4594,B00QJ9GU5A,2,0.0,0
B000JE4594,B00QJA72ME,2,0.0,0
B000JE4594,B00QJAX2LO,2,0.0,0
B000JE4594,B00QJBT5IW,2,0.0,0
B000JE4594,B00QJFUCGM,2,0.0,0
B000JE4594,B00QJIUJE4,2,0.0,0
B000JE4594,B00QIEVXDK,2,0.0,0
B000JE4594,B00QI6HBDO,2,0.0,0
B000JE4594,B00QI6KSOS,2,0.0,0
B000JE4594,1059997770,2,0.0,0
B000JE4594,B00QGU8HSK,2,0.0,0
B000JE4594,B00QGTFB7Q,2,0.0,0
B000JE4594,B004KZL9CO,2,0.0,0
B000JE4594,B0032H2BAK,2,0.0,0
B000JE4594,B00QH1KD5I,2,0.0,0
B000JE4594,B00DWNHJ60,2,0.0,0
B000JE4594,B00FAHE1OE,2,0.0,0
B000JE4594,B00QH8LYAY,2,0.0,0
B000JE4594,B00QI5FE1Q,2,0.0,0
B000JE4594,B00QHB5RA4,2,0.0,0
B000JE4594,B00QHBK4FM,2,0.0,0
B000JE4594,B00IC78N16,2,0.0,0
B000JE4594,B00QHENWDK,2,0.0,0
B000JE4594,B00QHEWKEC,2,0.0,0
B000JE4594,B00QHNL3ZK,2,0.0,0
B000JE4594,B00QHXWNOU,2,0.0,0
B000JE4594,B008SV6HZK,2,0.0,0
B000JE4594,B00QP2TKEE,2,0.0,0
B000JE4594,B00QOX5N5O,2,0.0,0
B000JE4594,B00H9NROE6,2,0.0,0
B000JE4594,B00QWHUVR2,2,0.0,0
B000JE4594,B00QWRMWDS,2,0.0,0
B000JE4594,B00QWS0OFK,2,0.0,0
B000JE4594,B00QWSHG10,2,0.0,0
B000JE4594,B00QWRJJMK,2,0.0,0
B000JE4594,B00QWTXT5Q,2,0.0,0
B000JE4594,B00QWVBZVE,2,0.0,0
B000JE4594,B00QWVJS6S,2,0.0,0
B000JE4594,B007WNZ31O,2,0.0,0
B000JE4594,B00QWWWSTG,2,0.0,0
B000JE4594,B00QWZWLBI,2,0.0,0
B000JE4594,B00QX2GT86,2,0.0,0
B000JE4594,B00QX1VTDW,2,0.0,0
B000JE4594,B00QX3O9GY,2,0.0,0
B000JE4594,B00QXA5Z10,2,0.0,0
B000JE4594,B00OOTOLGW,2,0.0,0
B000JE4594,B00QXLHJYA,2,0.0,0
B000JE4594,B00QWDR4RG,2,0.0,0
B000JE4594,B00QW6BRW6,2,0.0,0
B000JE4594,B00QP5WKP2,2,0.0,0
B000JE4594,B00QW5ARXW,2,0.0,0
B000JE4594,B00QUYDNZ4,2,0.0,0
B000JE4594,B00QUZ90ZA,2,0.0,0
B000JE4594,B00QUYL72A,2,0.0,0
B000JE4594,B00QUZEASM,2,0.0,0
B000JE4594,B00QUZT9RO,2,0.0,0
B000JE4594,B00M7NKHL0,2,0.0,0
B000JE4594,B00QV1520U,2,0.0,0
B000JE4594,B00QV3S4EE,2,0.0,0
B000JE4594,B00GY16J9A,2,0.0,0
B000JE4594,B00QV5TNWE,2,0.0,0
B000JE4594,B00QVDV54U,2,0.0,0
B000JE4594,B00QVHYILS,2,0.0,0
B000JE4594,B00QVHMGRG,2,0.0,0
B000JE4594,B00QVN3YYE,2,0.0,0
B000JE4594,B00QVYY5XM,2,0.0,0
B000JE4594,B00C7X0SS2,2,0.0,0
B000JE4594,B00QW3L1BG,2,0.0,0
B000JE4594,B00QXM9N84,2,0.0,0
B000JE4594,B00QXLX8QI,2,0.0,0
B000JE4594,B00QXMI6PU,2,0.0,0
B000JE4594,B00QXNEYNM,2,0.0,0
B000JE4594,B00QZJ7W9C,2,0.0,0
B000JE4594,B00QZXGOA6,2,0.0,0
B000JE4594,B00QZXWW1Q,2,0.0,0
B000JE4594,B00QZQ5GAM,2,0.0,0
B000JE4594,B00QZY4T5M,2,0.0,0
B000JE4594,B00R04N8TE,2,0.0,0
B000JE4594,B00R04LXSM,2,0.0,0
B000JE4594,B00R046WA6,2,0.0,0
B000JE4594,B00R08ILYM,2,0.0,0
B000JE4594,B00I0Z3WPC,2,0.0,0
B000JE4594,B00KRG5AK2,2,0.0,0
B000JE4594,B00R0DY8GW,2,0.0,0
B000JE4594,B00R0FBOE4,2,0.0,0
B000JE4594,B00R0CZTW0,2,0.0,0
B000JE4594,B00R0PI67M,2,0.0,0
B000JE4594,B00R0QHWJO,2,0.0,0
B000JE4594,B00R0XJKZ6,2,0.0,0
B000JE4594,B00QZG53ZA,2,0.0,0
B000JE4594,B002ARFKBA,2,0.0,0
B000JE4594,B00QZC97SS,2,0.0,0
B000JE4594,B00QYIMEC4,2,0.0,0
B000JE4594,B00QXRG0Q2,2,0.0,0
