user,avg_common,max_common,min_common,ClusterID,avg_common_z,max_common_z,min_common_z
A111DIG5AXDS7M,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A111Q2RQTN45KR,0.3367678626188286,2,1,5,1.2460028360506203,0.26998670168856603,0.0
A112KH33NJ92YG,0.0681999386691199,1,1,1,-0.7621629053613587,-0.4706598591683918,0.0
A112WPPL4H4QO3,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A113EXY3MASTGG,0.10070530512112849,2,1,12,-0.5191101894562777,0.26998670168856603,0.0
A114C1M4EOMAN5,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A114ETIONFAXSA,0.0061330880098129405,1,1,8,-1.22625601573106,-0.4706598591683918,0.0
A114KZB1TNUKPJ,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A114LN6RRVVXSH,0.34185832566697333,2,1,5,1.284065808541416,0.26998670168856603,0.0
A114S6CTKSESM0,0.04207298374731677,2,1,12,-0.9575222581454425,0.26998670168856603,0.0
A1151SCE1NC1QG,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A115DNKESW9EAE,0.1882858019012573,2,1,2,0.13575637339741167,0.26998670168856603,0.0
A1162JWEY76TQ1,0.18730450781968722,2,1,2,0.12841893291725823,0.26998670168856603,0.0
A1166A0O8IOFQ4,0.33750383318000615,2,1,5,1.2515059164107354,0.26998670168856603,0.0
A1167BBTFN50X8,0.3365838699785342,1,1,13,1.2446270659605914,-0.4706598591683918,0.0
A1168SXRV34XYL,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A116MDGT4ZYQLK,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A116VMZPUYEW8Y,0.3414290095062864,3,1,4,1.2808556783313487,1.0106332625455239,0.0
A117TSPX26UJA9,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A1181ACMOL7EGY,0.33695185525912297,2,1,5,1.247378606140649,0.26998670168856603,0.0
A11830SG79S95D,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A118ENJ1L9S3UD,0.011223551057957682,1,1,8,-1.1881930432402643,-0.4706598591683918,0.0
A118GZEBJGGBK7,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A118L23ZJ79FLP,0.1015639374425023,2,1,12,-0.5126899290361435,0.26998670168856603,0.0
A118RT4E81BFVT,0.18951241950321987,2,1,2,0.14492817399760333,0.26998670168856603,0.0
A1194NTOATFVZW,0.0681999386691199,1,1,1,-0.7621629053613587,-0.4706598591683918,0.0
A119GU3M4JGUNO,0.015946028825513645,1,1,8,-1.1528816109295263,-0.4706598591683918,0.0
A119O4QUE3N117,0.18742716957988348,2,1,2,0.12933611297727746,0.26998670168856603,0.0
A119ZYHOWN2A8H,0.33695185525912297,1,1,9,1.247378606140649,-0.4706598591683918,0.0
A11A6KJR1IO6U4,0.3365838699785342,1,1,13,1.2446270659605914,-0.4706598591683918,0.0
A11AXWTNI2J09N,0.1868751916590003,1,1,6,0.125208802707191,-0.4706598591683918,0.0
A11B2KKMKU114C,0.3365838699785342,1,1,13,1.2446270659605914,-0.4706598591683918,0.0
A11B61QBGHLQDN,0.11548604722477768,7,1,7,-0.40858999222396747,3.9732195059733555,0.0
A11CBO929T8NXP,0.06862925482980681,1,1,1,-0.7589527751512914,-0.4706598591683918,0.0
A11CG1SXLVW1WI,0.09911070223857713,2,1,12,-0.531033530236527,0.26998670168856603,0.0
A11CRJ5LQ5SYNY,0.19932536031892056,3,1,2,0.21830257879913706,1.0106332625455239,0.0
A11D2WDJ34W19K,0.02808954308494327,2,1,12,-1.0620807849876281,0.26998670168856603,0.0
A11DMAW0XN3M3K,0.18945108862312174,2,1,2,0.1444695839675937,0.26998670168856603,0.0
A11E8MA7DZ7WNU,0.010794234897270777,1,1,8,-1.1914031734503314,-0.4706598591683918,0.0
A11FJUJ0O4RGCW,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A11FL8R0BLL389,0.02778288868445262,1,1,10,-1.064373735137676,-0.4706598591683918,0.0
A11FQZX7C8E6FS,0.06930389451088623,2,1,12,-0.7539082848211861,0.26998670168856603,0.0
A11FX7D2NCDVL2,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11G0USB08XP6F,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A11GH6ZUF2HQL3,0.07224777675559645,2,1,12,-0.7318959633807258,0.26998670168856603,0.0
A11GMNBH68JRX,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A11GTVB1LSSJ79,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A11GXE8CUI4TBV,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A11HACD0DPXWEC,0.33670653173873044,2,1,5,1.2455442460206108,0.26998670168856603,0.0
A11HMUYEDUOLAI,0.34670346519472556,3,1,4,1.3202944209121734,1.0106332625455239,0.0
A11HNII38C2LA0,0.027660226924256362,2,1,12,-1.065290915197695,0.26998670168856603,0.0
A11I5XV35DGER0,0.017111315547378107,2,1,12,-1.1441684003593442,0.26998670168856603,0.0
A11I6G5LXP0K02,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A11I753CREKX1Y,0.20325053664520085,3,1,2,0.2476523407197506,1.0106332625455239,0.0
A11I8UX0VKDHVV,0.06893590923029745,2,1,12,-0.7566598250012436,0.26998670168856603,0.0
A11I9O9SGCFHLP,0.3406930389451089,3,1,4,1.275352597971234,1.0106332625455239,0.0
A11IA5IAAFAS9G,0.01238883777982214,1,1,8,-1.1794798326700822,-0.4706598591683918,0.0
A11IKWE7B29TOJ,0.019196565470714504,2,1,12,-1.1285763393390182,0.26998670168856603,0.0
A11IUAAS6ICPFI,0.33689052437902484,2,1,5,1.2469200161106395,0.26998670168856603,0.0
A11IVPZRCNX4DW,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A11JIS2BZE6PT8,0.0681999386691199,1,1,1,-0.7621629053613587,-0.4706598591683918,0.0
A11JK5IOSGK04G,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11JLD11Y6R5LE,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11K7MA7ISIXG8,0.3382398037411837,2,1,5,1.2570089967708502,0.26998670168856603,0.0
A11L1EYSTHHLAD,0.3367678626188286,1,1,9,1.2460028360506203,-0.4706598591683918,0.0
A11L2IYX4TV7JK,0.3397117448635388,2,1,5,1.2680151574910803,0.26998670168856603,0.0
A11L46ZBNOWO17,0.028702851885924564,1,1,10,-1.0574948846875323,-0.4706598591683918,0.0
A11LJJIY349JZY,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11LMSCHQMXMO4,0.07224777675559645,2,1,12,-0.7318959633807258,0.26998670168856603,0.0
A11LS175GIAYAQ,0.01680466114688746,1,1,8,-1.146461350509392,-0.4706598591683918,0.0
A11LSO6D7BMY99,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11M8O3EKE20PD,0.03428396197485434,1,1,10,-1.0157631919566599,-0.4706598591683918,0.0
A11M97A8XN736G,0.03428396197485434,1,1,10,-1.0157631919566599,-0.4706598591683918,0.0
A11MGTLHDYD7YK,0.008892977614228765,1,1,8,-1.2056194643806286,-0.4706598591683918,0.0
A11N9NOHJJRWOO,0.014719411223551058,2,1,12,-1.162053411529718,0.26998670168856603,0.0
A11N9U7G3DFC9S,0.18693652253909843,2,1,2,0.12566739273720062,0.26998670168856603,0.0
A11NDE5IN92HSW,0.0683839313094143,1,1,1,-0.7607871352713298,-0.4706598591683918,0.0
A11NGM4MHIC4ZA,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11NM2E5CY0J6N,0.011039558417663294,1,1,8,-1.189568813330293,-0.4706598591683918,0.0
A11O0S0CHOATQ7,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A11O9OV93AFEHF,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11OBEH2ZCVAHX,0.020239190432382703,2,1,12,-1.1207803088288553,0.26998670168856603,0.0
A11OHUQLST61F9,0.10413983440662374,2,1,12,-0.493429147775741,0.26998670168856603,0.0
A11OMQRK3VVM1U,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11OQUV1ZI2MT2,0.01858325666973321,3,1,12,-1.133162239639114,1.0106332625455239,0.0
A11P3K27N69Z79,0.003986507206378411,1,1,8,-1.2423066667813956,-0.4706598591683918,0.0
A11PK0EWT405LM,0.02692425636307881,1,1,10,-1.0707939955578103,-0.4706598591683918,0.0
A11Q12SSTW7TUR,0.0681999386691199,1,1,1,-0.7621629053613587,-0.4706598591683918,0.0
A11QHOR3M25CX2,0.003925176326280282,2,1,12,-1.2427652568114052,0.26998670168856603,0.0
A11QLMP3YBNZ17,0.10045998160073596,5,1,7,-0.5209445495763162,2.4919263842594397,0.0
A11QNB7FPVY3V,0.21183685985893896,4,1,4,0.31185494492109267,1.751279823402482,0.0
A11QQ5I2D95IFD,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11QSDLC0QXSXE,0.18730450781968722,2,1,2,0.12841893291725823,0.26998670168856603,0.0
A11R627QB6F5A2,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A11RJ1VLE8I5OZ,0.02808954308494327,1,1,10,-1.0620807849876281,-0.4706598591683918,0.0
A11ROBKY2QNG4P,0.0344066237350506,1,1,10,-1.0148460118966407,-0.4706598591683918,0.0
A11SL8L11XZ20U,0.18840846366145353,2,1,2,0.13667355345743068,0.26998670168856603,0.0
A11SUDY1D9AQV,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11SWHJBTN46AM,0.3384851272615762,2,1,5,1.2588433568908888,0.26998670168856603,0.0
A11T807LX2EF00,0.032812020852499235,5,1,7,-1.02676935267689,2.4919263842594397,0.0
A11TF5C0NPWEXJ,0.18761116222017785,3,1,2,0.13071188306730605,1.0106332625455239,0.0
A11UEHIOEZ3733,0.0019012572830420117,1,1,8,-1.2578987278017215,-0.4706598591683918,0.0
A11UHSGMRVKB8I,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11UMW0OS0WZX6,0.10303587856485741,2,1,12,-0.5016837683159135,0.26998670168856603,0.0
A11UOS4OE784ET,0.3372585096596136,2,1,5,1.249671556290697,0.26998670168856603,0.0
A11USDUOVPRELW,0.3373811714198099,2,1,5,1.2505887363507162,0.26998670168856603,0.0
A11VGGIYGDY8JK,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11VL6N5W3TWDN,0.18712051517939282,2,1,2,0.12704316282722944,0.26998670168856603,0.0
A11VLUQ1G1IUGX,0.02692425636307881,1,1,10,-1.0707939955578103,-0.4706598591683918,0.0
A11VMK47HXY2IH,0.030849432689359094,2,1,12,-1.0414442336371965,0.26998670168856603,0.0
A11VYODWZHU9MY,0.10027598896044158,2,1,12,-0.5223203196663448,0.26998670168856603,0.0
A11W5E819KFTBN,0.3377491567003987,2,1,5,1.253340276530774,0.26998670168856603,0.0
A11WEFYR0X3QTH,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A11WRFYZ10K8F0,0.3403250536645201,3,1,4,1.2726010577911764,1.0106332625455239,0.0
A11X7L75M4VLDA,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A11X9HWN09P7MC,0.10358785648574056,3,1,12,-0.49755645804582727,1.0106332625455239,0.0
A11XB28MEOF5CL,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A11XOY4XUGYQ34,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11ZCZ874OORU0,0.011284881938055812,1,1,8,-1.1877344532102547,-0.4706598591683918,0.0
A11ZDVKPHUY41J,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A11ZKH0C0QJ2AN,0.19699478687519165,2,1,2,0.20087615765877279,0.26998670168856603,0.0
A11ZW2UQBFWXGZ,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A11ZW8N4GC9LI0,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A120RBD8EHHAKO,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A120VDCYC6HMO7,0.33695185525912297,2,1,5,1.247378606140649,0.26998670168856603,0.0
A1211ABBMWPR3J,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A1218FBO2JHX65,0.03103342532965348,2,1,12,-1.040068463547168,0.26998670168856603,0.0
A121FCRWTXX5E0,0.10168659920269855,2,1,12,-0.5117727489761245,0.26998670168856603,0.0
A121JRRXABSK17,0.011039558417663294,1,1,8,-1.189568813330293,-0.4706598591683918,0.0
A121KIJ085MT82,0.008770315854032505,1,1,8,-1.2065366444406478,-0.4706598591683918,0.0
A121PZB7P69KI8,0.18779515486047224,2,1,2,0.13208765315733487,0.26998670168856603,0.0
A121QOTAA7BQY8,0.10450781968721251,2,1,12,-0.49067760759568346,0.26998670168856603,0.0
A12224Y2TZG4BY,0.10413983440662374,2,1,12,-0.493429147775741,0.26998670168856603,0.0
A1226TY10TV41J,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A122YVZ5JBO4F,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A123VD7BV34FJ1,0.004722477767555964,1,1,8,-1.2368035864212805,-0.4706598591683918,0.0
A123W0PBYGGKY8,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A1241CNA6POIQV,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A124X3PP9YUZM9,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A124YS2MULFI4K,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A124Z7NWVATIMV,0.33670653173873044,2,1,5,1.2455442460206108,0.26998670168856603,0.0
A124ZQNCYFPJ85,0.1870591842992947,2,1,2,0.12658457279721982,0.26998670168856603,0.0
A125611YOJMVLZ,0.33713584789941736,2,1,5,1.2487543762306779,0.26998670168856603,0.0
A12563IGMPM1Z1,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A126OM6AJ4MCSW,0.006010426249616682,1,1,8,-1.2271731957910792,-0.4706598591683918,0.0
A126ZDYGSF8UEY,0.07697025452315241,3,1,12,-0.6965845310699877,1.0106332625455239,0.0
A127AX1GPGH8DC,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A1284SJJJVS75L,0.3365838699785342,1,1,13,1.2446270659605914,-0.4706598591683918,0.0
A12913V2ZPK4QO,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A1293MOS9YP3A0,0.002269242563630788,1,1,8,-1.255147187621664,-0.4706598591683918,0.0
A1298817FVGUHX,0.0068690585709904935,1,1,8,-1.220752935370945,-0.4706598591683918,0.0
A129OSR3O5SV4N,0.3366452008586323,1,1,13,1.245085655990601,-0.4706598591683918,0.0
A12A4ZFPS7X3FX,0.09935602575896964,2,1,12,-0.5291991701164888,0.26998670168856603,0.0
A12AQG6NCH0VBJ,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
